[35, 8, 40, 37, 34, 4, 18, 9, 4, 11, 36, 11, 34, 11, 8, 19, 37, 38, 36, 14, 35, 38, 40, 39, 19, 9, 38, 39, 9, 4, 38, 18, 8, 36, 14, 4, 14, 8, 39, 35, 14, 11, 40, 37, 4, 40, 8, 40, 36, 35, 34, 37, 34, 40, 36, 37, 36, 38, 34, 19, 9, 9, 38, 14, 8, 39, 34, 8, 18, 11, 9, 37, 35, 34, 38, 36, 4, 5, 19, 11, 18, 4, 18, 11, 18, 14, 39, 35, 39, 35, 19, 19, 39, 14, 5, 37, 18, 19, 40, 9]	[0, 0, 0, 5, 5, 0, 0, 5, 5, 0, 5, 0, 0, 5, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 5, 5]
[24, 34, 39, 39, 12, 1, 31, 4, 4, 12, 36, 24, 14, 34, 31, 18, 18, 34, 36, 1, 5, 20, 17, 15, 39, 1, 20, 31, 3, 3, 20, 18, 15, 36, 3, 31, 14, 15, 20, 24, 14, 1, 5, 3, 34, 5, 31, 15, 36, 39, 24, 17, 17, 20, 36, 18, 36, 31, 17, 31, 24, 17, 17, 14, 24, 15, 12, 34, 1, 15, 12, 12, 14, 39, 5, 36, 39, 5, 12, 14, 18, 12, 1, 3, 39, 14, 15, 18, 5, 34, 1, 34, 17, 3, 24, 5, 3, 20, 18, 20]	[5, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 0, 5, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 0]
[24, 34, 39, 39, 12, 1, 31, 4, 4, 12, 36, 24, 14, 34, 31, 18, 18, 34, 36, 1, 5, 20, 28, 15, 39, 1, 20, 31, 3, 3, 20, 18, 15, 36, 3, 31, 14, 15, 20, 24, 14, 1, 5, 3, 34, 5, 31, 15, 36, 39, 24, 28, 28, 20, 36, 18, 36, 31, 28, 31, 24, 28, 28, 14, 24, 15, 12, 34, 1, 15, 12, 12, 14, 39, 5, 36, 39, 5, 12, 14, 18, 12, 1, 3, 39, 14, 15, 18, 5, 34, 1, 34, 28, 3, 24, 5, 3, 20, 18, 20]	[5, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 0]
[24, 34, 39, 39, 12, 1, 31, 4, 4, 12, 36, 24, 14, 34, 31, 18, 18, 34, 36, 1, 5, 20, 16, 15, 39, 1, 20, 31, 3, 3, 20, 18, 15, 36, 3, 31, 14, 15, 20, 24, 14, 1, 5, 3, 34, 5, 31, 15, 36, 39, 24, 16, 16, 20, 36, 18, 36, 31, 16, 31, 24, 16, 16, 14, 24, 15, 12, 34, 1, 15, 12, 12, 14, 39, 5, 36, 39, 5, 12, 14, 18, 12, 1, 3, 39, 14, 15, 18, 5, 34, 1, 34, 16, 3, 24, 5, 3, 20, 18, 20]	[5, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 5, 5, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 0]
[24, 34, 39, 39, 12, 1, 11, 4, 4, 12, 36, 24, 14, 34, 11, 18, 18, 34, 36, 1, 5, 20, 16, 15, 39, 1, 20, 11, 3, 3, 20, 18, 15, 36, 3, 11, 14, 15, 20, 24, 14, 1, 5, 3, 34, 5, 11, 15, 36, 39, 24, 16, 16, 20, 36, 18, 36, 11, 16, 11, 24, 16, 16, 14, 24, 15, 12, 34, 1, 15, 12, 12, 14, 39, 5, 36, 39, 5, 12, 14, 18, 12, 1, 3, 39, 14, 15, 18, 5, 34, 1, 34, 16, 3, 24, 5, 3, 20, 18, 20]	[5, 0, 5, 5, 5, 0, 0, 0, 0, 0, 5, 5, 0, 5, 5, 5, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 0]
[24, 34, 39, 39, 12, 1, 9, 6, 6, 12, 36, 24, 14, 34, 9, 18, 18, 34, 36, 1, 5, 20, 8, 28, 39, 1, 20, 9, 3, 3, 20, 18, 28, 36, 3, 9, 14, 28, 20, 24, 14, 1, 5, 3, 34, 5, 9, 28, 36, 39, 24, 8, 8, 20, 36, 18, 36, 9, 8, 9, 24, 8, 8, 14, 24, 28, 12, 34, 1, 28, 12, 12, 14, 39, 5, 36, 39, 5, 12, 14, 18, 12, 1, 3, 39, 14, 28, 18, 5, 34, 1, 34, 8, 3, 24, 5, 3, 20, 18, 20]	[5, 0, 5, 0, 5, 5, 0, 5, 5, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 0]
[9, 24, 39, 39, 18, 5, 28, 9, 33, 12, 17, 7, 36, 36, 20, 33, 18, 28, 17, 1, 17, 12, 33, 33, 39, 9, 24, 24, 3, 3, 20, 18, 7, 36, 17, 1, 20, 28, 7, 9, 20, 1, 36, 3, 31, 36, 20, 7, 24, 39, 1, 20, 28, 39, 36, 18, 24, 28, 28, 31, 24, 9, 5, 20, 33, 28, 12, 1, 7, 33, 9, 12, 7, 39, 5, 17, 39, 5, 12, 5, 5, 12, 18, 3, 18, 36, 17, 18, 5, 1, 1, 12, 7, 3, 17, 3, 3, 24, 33, 9]	[5, 0, 5, 0, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 5, 5, 0, 5, 0, 0, 0, 5, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 5, 0, 0, 5, 0]
[9, 24, 39, 39, 18, 5, 2, 9, 33, 12, 4, 7, 36, 36, 20, 33, 18, 2, 4, 1, 4, 12, 33, 33, 39, 9, 24, 24, 34, 34, 20, 18, 7, 36, 4, 1, 20, 2, 7, 9, 20, 1, 36, 34, 23, 36, 20, 7, 24, 39, 1, 20, 2, 39, 36, 18, 24, 2, 2, 23, 24, 9, 5, 20, 33, 2, 12, 1, 7, 33, 9, 12, 7, 39, 5, 4, 39, 5, 12, 5, 5, 12, 18, 34, 18, 36, 4, 18, 5, 1, 1, 12, 7, 34, 4, 34, 34, 24, 33, 9]	[5, 5, 0, 5, 5, 0, 5, 0, 5, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 0, 5, 0, 0, 5, 0]
[16, 20, 39, 4, 12, 4, 1, 14, 16, 12, 5, 24, 36, 3, 36, 16, 5, 30, 5, 20, 20, 3, 1, 16, 39, 30, 20, 36, 4, 3, 20, 18, 14, 36, 18, 30, 1, 16, 4, 21, 1, 1, 36, 18, 28, 36, 21, 14, 12, 39, 1, 20, 5, 39, 24, 18, 24, 30, 5, 21, 24, 5, 39, 14, 24, 30, 12, 21, 4, 21, 12, 12, 14, 39, 21, 18, 39, 20, 12, 14, 14, 24, 16, 3, 18, 36, 5, 18, 21, 28, 16, 30, 1, 3, 24, 3, 3, 4, 30, 4]	[5, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 5, 0, 5, 0, 5, 0, 5, 0, 5, 5, 0, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]
[27, 12, 24, 39, 18, 5, 12, 14, 28, 12, 4, 24, 36, 36, 36, 18, 18, 28, 4, 12, 4, 3, 2, 9, 39, 27, 1, 12, 3, 39, 20, 36, 14, 1, 4, 9, 14, 27, 12, 24, 20, 27, 36, 3, 9, 36, 20, 27, 1, 39, 24, 20, 2, 20, 1, 18, 1, 2, 2, 9, 24, 1, 5, 14, 24, 2, 9, 27, 14, 2, 2, 9, 14, 39, 5, 4, 39, 5, 12, 5, 5, 24, 18, 3, 39, 36, 4, 18, 5, 20, 9, 27, 14, 3, 4, 3, 3, 1, 18, 20]	[5, 5, 5, 5, 5, 0, 0, 0, 5, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 5, 0, 0, 0, 5, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 5, 0]
