[10, 16, 10, 4, 7, 15, 11, 16, 16, 7, 15, 4, 4, 10, 4, 5, 10, 16, 15, 11, 11, 4, 7, 5, 5, 15, 10, 7, 7, 15, 11, 11, 8, 11, 10, 16, 4, 5, 15, 10, 7, 11, 5, 5, 5, 16, 15, 7, 4, 16]	[0, 0, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0, 4, 2]
[10, 2, 6, 9, 7, 2, 13, 6, 9, 7, 12, 10, 13, 9, 13, 6, 12, 2, 9, 9, 2, 6, 7, 2, 7, 9, 6, 7, 7, 12, 6, 12, 13, 11, 13, 10, 10, 6, 12, 10, 13, 10, 12, 10, 13, 12, 2, 7, 2, 9]	[0, 2, 0, 0, 0, 2, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0]
[11, 2, 6, 9, 7, 2, 13, 6, 9, 7, 12, 11, 13, 9, 13, 6, 12, 2, 9, 9, 2, 6, 7, 2, 7, 9, 6, 7, 7, 12, 6, 12, 13, 5, 13, 11, 11, 6, 12, 11, 13, 11, 12, 11, 13, 12, 2, 7, 2, 9]	[0, 2, 0, 0, 2, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0]
[13, 2, 6, 2, 5, 2, 9, 6, 9, 2, 12, 9, 13, 2, 13, 6, 12, 7, 9, 13, 7, 6, 7, 7, 5, 9, 6, 9, 2, 12, 6, 12, 10, 9, 7, 7, 13, 6, 12, 7, 13, 5, 12, 5, 5, 12, 5, 5, 13, 2]	[0, 2, 0, 0, 2, 2, 2, 0, 2, 2, 0, 2, 2, 0, 0, 0]
[7, 5, 7, 11, 10, 5, 9, 5, 11, 10, 12, 10, 13, 9, 13, 13, 9, 10, 3, 9, 5, 11, 11, 7, 5, 9, 10, 9, 11, 12, 12, 12, 13, 11, 13, 7, 7, 7, 12, 10, 13, 5, 12, 5, 13, 12, 11, 10, 7, 9]	[0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 2, 2, 2, 0, 0, 0]
[4, 5, 16, 11, 7, 5, 7, 5, 9, 7, 13, 9, 16, 5, 4, 13, 16, 4, 9, 16, 12, 9, 4, 5, 7, 9, 9, 7, 7, 13, 5, 12, 13, 13, 4, 12, 4, 16, 12, 12, 16, 13, 4, 5, 12, 13, 12, 7, 16, 9]	[0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 2, 2, 2, 0, 0, 2]
[10, 13, 3, 9, 7, 16, 12, 9, 9, 7, 2, 13, 3, 9, 10, 2, 3, 10, 2, 3, 12, 2, 7, 2, 7, 9, 13, 7, 7, 13, 2, 12, 2, 9, 10, 12, 10, 3, 12, 10, 3, 13, 10, 13, 12, 9, 12, 7, 3, 13]	[0, 2, 2, 0, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2]
[1, 7, 6, 7, 3, 9, 13, 7, 7, 9, 13, 9, 6, 9, 1, 3, 6, 1, 9, 6, 11, 3, 1, 3, 13, 7, 9, 7, 7, 13, 3, 11, 3, 13, 1, 3, 1, 6, 11, 11, 6, 13, 1, 9, 11, 13, 11, 11, 6, 16]	[2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2]
[1, 7, 6, 7, 3, 9, 13, 7, 7, 9, 13, 9, 6, 9, 1, 3, 6, 1, 9, 6, 11, 3, 1, 3, 13, 7, 9, 7, 7, 13, 3, 11, 3, 13, 1, 3, 1, 6, 11, 11, 6, 13, 1, 9, 11, 13, 11, 11, 6, 16]	[2, 0, 2, 0, 0, 2, 2, 0, 2, 0, 2, 0, 2, 0, 0, 2]
[1, 12, 6, 7, 2, 12, 7, 7, 9, 9, 12, 9, 6, 7, 1, 2, 6, 1, 12, 6, 4, 2, 1, 2, 9, 12, 9, 7, 7, 12, 2, 4, 2, 7, 1, 2, 1, 6, 4, 4, 6, 12, 1, 9, 4, 9, 4, 4, 6, 3]	[2, 2, 2, 2, 0, 2, 2, 0, 2, 0, 0, 2, 0, 0, 0, 0]
[4, 12, 6, 10, 16, 12, 10, 10, 7, 7, 12, 7, 6, 10, 4, 16, 6, 4, 12, 6, 14, 16, 4, 16, 7, 12, 7, 10, 10, 12, 16, 14, 16, 10, 4, 16, 4, 6, 14, 14, 6, 12, 4, 7, 14, 7, 14, 14, 6, 5]	[0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2]
