[7, 11, 1, 4, 7, 13, 10, 4, 8, 11, 10, 4, 13, 13, 11, 13, 7, 11, 1, 8, 7, 10, 1, 8, 10, 7, 1, 11, 1, 7, 10, 10, 4, 10, 8, 13, 13, 4, 13, 8, 16, 7, 8, 4, 11, 11, 1, 8, 4, 1]	[4, 0, 0, 4, 0, 0, 2, 2, 0, 4, 2, 0, 4, 0, 0, 2]
[8, 11, 1, 15, 11, 4, 9, 4, 16, 9, 8, 4, 16, 3, 11, 15, 8, 11, 1, 9, 11, 11, 1, 8, 8, 8, 15, 11, 1, 16, 1, 15, 4, 16, 15, 16, 9, 15, 9, 9, 16, 16, 15, 4, 4, 9, 1, 4, 8, 1]	[4, 0, 2, 2, 0, 0, 0, 2, 2, 0, 2, 0, 0, 0, 2, 2]
[8, 11, 1, 15, 11, 7, 9, 7, 16, 9, 8, 7, 16, 3, 11, 15, 8, 11, 1, 9, 11, 11, 1, 8, 8, 8, 15, 11, 1, 16, 1, 15, 7, 16, 15, 16, 9, 15, 9, 9, 16, 16, 15, 7, 7, 9, 1, 7, 8, 1]	[4, 0, 2, 0, 0, 0, 2, 2, 2, 0, 2, 0, 0, 0, 2, 2]
[8, 11, 1, 15, 11, 7, 9, 7, 16, 9, 8, 7, 16, 12, 11, 15, 8, 11, 1, 9, 11, 11, 1, 8, 8, 8, 15, 11, 1, 16, 1, 15, 7, 16, 15, 16, 9, 15, 9, 9, 16, 16, 15, 7, 7, 9, 1, 7, 8, 1]	[4, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2, 4, 0, 0, 2, 2]
[8, 11, 11, 15, 11, 2, 9, 9, 9, 1, 8, 2, 15, 9, 11, 15, 8, 11, 1, 9, 15, 11, 1, 8, 8, 8, 2, 11, 2, 7, 1, 2, 7, 2, 15, 7, 9, 15, 9, 1, 7, 7, 15, 2, 7, 6, 1, 7, 8, 1]	[4, 2, 0, 0, 0, 2, 2, 2, 2, 0, 2, 0, 0, 0, 2, 0]
[4, 11, 11, 15, 11, 2, 9, 9, 9, 1, 4, 2, 15, 9, 11, 15, 4, 11, 1, 9, 15, 11, 1, 4, 4, 4, 2, 11, 2, 7, 1, 2, 7, 2, 15, 7, 9, 15, 9, 1, 7, 7, 15, 2, 7, 6, 1, 7, 4, 1]	[4, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 2, 0]
[16, 11, 11, 15, 11, 2, 9, 9, 9, 1, 16, 2, 15, 9, 11, 15, 16, 11, 1, 9, 15, 11, 1, 16, 16, 16, 2, 11, 2, 7, 1, 2, 7, 2, 15, 7, 9, 15, 9, 1, 7, 7, 15, 2, 7, 6, 1, 7, 16, 1]	[4, 2, 0, 0, 0, 2, 2, 0, 2, 0, 2, 0, 0, 0, 2, 2]
[16, 11, 11, 8, 11, 2, 10, 16, 8, 10, 4, 2, 7, 15, 15, 15, 10, 8, 8, 10, 11, 11, 10, 16, 15, 7, 2, 11, 2, 15, 7, 2, 7, 2, 8, 15, 10, 15, 7, 8, 16, 16, 16, 2, 16, 8, 7, 10, 11, 7]	[0, 2, 0, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2]
[7, 11, 2, 15, 9, 2, 13, 9, 13, 11, 13, 2, 7, 9, 13, 15, 7, 11, 7, 7, 11, 8, 7, 9, 15, 1, 9, 11, 2, 13, 1, 15, 1, 2, 15, 13, 9, 1, 1, 13, 2, 11, 15, 9, 2, 7, 1, 11, 15, 1]	[2, 2, 0, 0, 0, 0, 2, 2, 2, 0, 2, 0, 2, 0, 2, 0]
[11, 16, 11, 1, 11, 2, 10, 5, 16, 1, 8, 2, 4, 16, 1, 5, 8, 8, 8, 5, 5, 5, 5, 8, 8, 4, 2, 16, 2, 16, 4, 2, 4, 2, 1, 16, 5, 1, 4, 1, 11, 11, 11, 2, 11, 16, 4, 1, 8, 4]	[4, 2, 0, 2, 2, 0, 0, 2, 0, 4, 2, 0, 0, 0, 0, 2]
[3, 6, 3, 15, 3, 2, 10, 6, 10, 9, 10, 2, 1, 10, 10, 15, 7, 7, 7, 6, 7, 7, 6, 3, 15, 1, 2, 6, 2, 10, 1, 2, 1, 2, 15, 10, 7, 15, 1, 6, 3, 3, 15, 2, 3, 6, 1, 7, 15, 1]	[2, 2, 2, 0, 0, 2, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0]
[8, 11, 11, 1, 11, 2, 16, 8, 1, 16, 7, 2, 4, 13, 13, 13, 16, 1, 1, 16, 11, 11, 16, 8, 13, 4, 2, 11, 2, 13, 4, 2, 4, 2, 1, 13, 16, 13, 4, 1, 8, 8, 8, 2, 8, 1, 4, 16, 11, 4]	[2, 2, 0, 2, 0, 0, 2, 2, 0, 0, 2, 0, 2, 0, 0, 2]
[3, 11, 11, 15, 11, 2, 16, 3, 15, 16, 8, 2, 1, 7, 7, 7, 16, 15, 15, 16, 11, 11, 16, 3, 7, 1, 2, 11, 2, 7, 1, 2, 1, 2, 15, 7, 16, 7, 1, 15, 3, 3, 3, 2, 3, 15, 1, 16, 11, 1]	[2, 2, 2, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2]
[2, 9, 2, 7, 2, 3, 15, 9, 16, 15, 15, 3, 10, 4, 4, 4, 9, 15, 15, 16, 9, 9, 16, 9, 4, 10, 3, 16, 3, 4, 10, 3, 10, 3, 16, 4, 15, 4, 10, 16, 2, 2, 2, 3, 2, 16, 10, 9, 15, 10]	[0, 2, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2]
[2, 9, 2, 7, 2, 3, 15, 9, 16, 15, 15, 3, 10, 4, 4, 4, 9, 15, 15, 16, 9, 9, 16, 9, 4, 10, 3, 16, 3, 4, 10, 3, 10, 3, 16, 4, 15, 4, 10, 16, 2, 2, 2, 3, 2, 16, 10, 9, 15, 10]	[0, 2, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 2, 2]
